username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
altNOAA;2017-09-15 22:30;18;91;"One more thing on evac's of Keys. When Keys evac, every county in Florida needs to open at least one shelter! Many don't know where to go.";;;;"908820371897536514";https://twitter.com/altNOAA/status/908820371897536514
CMAquarium;2017-09-15 21:45;35;108;"Today our team flew down a plane full of supplies for animals & staff at marine animal facilities throughout the Florida Keys. #CMAinspirespic.twitter.com/oExMscV6DJ";;;#CMAinspirespic;"908808920063528960";https://twitter.com/CMAquarium/status/908808920063528960
monroecounty;2017-09-15 21:34;110;63;"If you are in Middle or Lower Keys & know of a pet in distress, call the Florida Keys SPCA emergency hotline at 305-304-5964. #keysrecovery";;;#keysrecovery;"908806166184161280";https://twitter.com/monroecounty/status/908806166184161280
adamputnam;2017-09-15 19:00;13;69;"Proud to join @FLGovScott in the Florida Keys. Our Governor is doing an incredible job helping FL get back on its feet after #HurricaneIrmapic.twitter.com/MOrrLDwLL9";;@FLGovScott;#HurricaneIrmapic;"908767519594483712";https://twitter.com/adamputnam/status/908767519594483712
ABC;2017-09-15 17:27;32;130;"Man who was out on multiday shrimping trip to Florida Keys during #Irma and spent hours on lifeboat returns to land. http://abcn.ws/2x5G5px pic.twitter.com/iFbFcZgGSC";;;#Irma;"908744132159590401";https://twitter.com/ABC/status/908744132159590401
guardian;2017-09-15 14:43;35;49;"The Florida Keys are the canaries in the climate-change coalmine | Joanna Guthrie http://trib.al/cVpvmp3";;;;"908702763462414337";https://twitter.com/guardian/status/908702763462414337
ActualEPAFacts;2017-09-15 12:14;6;85;"Heavy duty cleanup is underway in the Florida Keys. Dump trailers and other clean up trucks are going to be key.";;;;"908665269119221761";https://twitter.com/ActualEPAFacts/status/908665269119221761
CBSNews;2017-09-15 11:20;42;71;""Nearly a week after Hurricane Irma made its U.S. landfall, crews are racing to bring the Florida Keys back to life." pic.twitter.com/HJf2rGxuQb";;;;"908651657701019648";https://twitter.com/CBSNews/status/908651657701019648
WPLGLocal10;2017-09-15 02:30;17;32;"A Miami-Dade police officer told the Florida Weekly that he has seen endangered deer "everywhere" in Big Pine Key http://bit.ly/2x6awOa?utm_medium=social&utm_source=twitter_WPLGLocal10 …pic.twitter.com/IJ7ZI9eMxb";;;;"908518296676388864";https://twitter.com/WPLGLocal10/status/908518296676388864
SenRickScott;2017-09-15 01:55;143;261;". @RedCross is preparing to open four shelters in the Florida Keys following area surveys and consultation with local officials.";;@RedCross;;"908509426419732481";https://twitter.com/SenRickScott/status/908509426419732481
CBSNews;2017-09-15 01:00;144;380;"A Florida Keys resident who never got rid of his landline phone helps neighbors connect with the outside world http://cbsn.ws/2fkY3fZ pic.twitter.com/lGt8Y7FAS3";;;;"908495587737264128";https://twitter.com/CBSNews/status/908495587737264128
MiamiHerald;2017-09-15 00:24;35;20;"ICYMI: Worried about your home in the Florida Keys? Here’s a way to check it out. http://hrld.us/2y5Khpx pic.twitter.com/irzDc4F4AE";;;;"908486690934796289";https://twitter.com/MiamiHerald/status/908486690934796289
markberman;2017-09-15 00:19;17;54;"The president didn't know there were Category 5 hurricanes? (Also Irma made landfall in the Florida Keys as a Category 4, not 5) 2. pic.twitter.com/qPBIKz0w7d";;;;"908485326255132673";https://twitter.com/markberman/status/908485326255132673
BillOReilly;2017-09-14 23:08;664;5494;"Fed/state doing OK w Harvey & Irma. Florida Keys–wiped out. I love the Keys–will be heading down this winter as a show of support and unity.";;;;"908467512479756290";https://twitter.com/BillOReilly/status/908467512479756290
DavidOvalle305;2017-09-14 22:58;20;28;"NEW: Keys homes, battered but standing after Hurricane Irma, may be a model for reducing damage in Florida http://www.miamiherald.com/news/weather/hurricane/article173408496.html … #MHpic.twitter.com/0nQ6L8TWnD";;;#MHpic;"908465106987732992";https://twitter.com/DavidOvalle305/status/908465106987732992
CBSNews;2017-09-14 22:50;48;45;"The Florida Keys bore the worst of Irma. @BojorquezCBS reports on the massive effort to get supplies to those who have lost everything.pic.twitter.com/S5XD5UEVLi";;@BojorquezCBS;;"908462964356902912";https://twitter.com/CBSNews/status/908462964356902912
nbc6;2017-09-14 21:24;55;32;"Hurricane Irma tossed RVs on their sides like toys in the Florida Keys. Watch drone video: http://on.nbc6.com/uvN8jKv pic.twitter.com/cfs0F0HBAQ";;;;"908441463641526273";https://twitter.com/nbc6/status/908441463641526273
WaffleHouseNews;2017-09-14 19:59;17;71;"Alante, Terry and Vava have just opened @WaffleHouse in Key Largo, FL. ALL restaurants are now open in Florida. #irmapic.twitter.com/gX7JipaYJo";;@WaffleHouse;#irmapic;"908419859855368194";https://twitter.com/WaffleHouseNews/status/908419859855368194
BBCWorld;2017-09-14 18:28;83;94;"Florida Keys: Drone video shows devastation from Irma http://bbc.in/2eYL17p";;;;"908397123586142214";https://twitter.com/BBCWorld/status/908397123586142214
NatGeoPhotos;2017-09-14 18:14;62;110;"Exclusive photos show the eerily desolate Florida Keys and the aftermath of Hurricane Irma: http://on.natgeo.com/2vWjY3G";;;;"908393421747965953";https://twitter.com/NatGeoPhotos/status/908393421747965953
pacelattin;2017-09-14 16:38;19;48;"When asked about the Florida Keys destruction, Trump called it "very special." He has the best words.";;;;"908369454484013056";https://twitter.com/pacelattin/status/908369454484013056
rmasher2;2017-09-14 15:07;221;426;"Instead of building a stupid border wall we don't need & won't work, let's rebuild Houston, the Florida Keys, our crumbling infrastructure.";;;;"908346452388175872";https://twitter.com/rmasher2/status/908346452388175872
FoxNews;2017-09-14 14:12;100;255;"Extreme devastation in lower Florida Keys; Phil Keating reports. pic.twitter.com/wnw1FCiVGB";;;;"908332545221181441";https://twitter.com/FoxNews/status/908332545221181441
NAT_USAR_NEWS;2017-09-14 13:10;12;33;"California Task Force 1 searching neighborhoods in the Florida Keys assisting residents in any way they can! @lafd #HurricaneIrmapic.twitter.com/OmSrPewbd2";;@lafd;#HurricaneIrmapic;"908316991743606785";https://twitter.com/NAT_USAR_NEWS/status/908316991743606785
CBSThisMorning;2017-09-14 12:19;44;48;"A Florida Keys man is regretting not evacuating his home before #Irma hit. "We should have evacuated but we thought we would be OK."pic.twitter.com/x9QxLlnjWW";;;#Irma;"908304201725435904";https://twitter.com/CBSThisMorning/status/908304201725435904
MarcACaputo;2017-09-14 11:52;47;52;"There's gonna be a problem w/very angry Florida Keys residents denied their rights to return home. http://www.politico.com/states/florida/story/2017/09/14/amid-fears-of-riots-and-ignored-storm-warnings-scott-wants-power-on-now-in-florida-keys-114487 …";;;;"908297475836055552";https://twitter.com/MarcACaputo/status/908297475836055552
CBSThisMorning;2017-09-14 11:25;22;12;"Of the roughly 50,000 homes in the Florida Keys, 90% are estimated to be damaged or destroyed by Hurricane #Irma. http://cbsn.ws/2x3z1va pic.twitter.com/bQBUqU82yE";;;#Irma;"908290657915166721";https://twitter.com/CBSThisMorning/status/908290657915166721
FoxNews;2017-09-14 09:28;54;89;". @LaurenBlanch12 on Irma’s impact on the Florida Keys: “ @FEMA estimates about a quarter of the homes there have been absolutely destroyed.”pic.twitter.com/5iRSnQ1PGc";;@LaurenBlanch12 @FEMA;;"908261142547410944";https://twitter.com/FoxNews/status/908261142547410944
MSNBC;2017-09-14 03:05;53;39;"Virgin Islands, Florida Keys devastated by Irma http://on.msnbc.com/2fk9K6J pic.twitter.com/V2XSskFAce";;;;"908164762420301824";https://twitter.com/MSNBC/status/908164762420301824
BrianEntin;2017-09-14 03:04;85;66;"The worst damage we've seen in the Florida Keys is in Big Pine Key. Parts of the Sand Sub neighborhood are leveled. @wsvn #HurricaneIrmapic.twitter.com/0DGvqOENQV";;@wsvn;#HurricaneIrmapic;"908164578760183808";https://twitter.com/BrianEntin/status/908164578760183808
SenRickScott;2017-09-14 02:17;28;68;". @myFDOT trucks continue clearing debris on US1 in the Florida Keys to help with response and recovery. http://bit.ly/2eXgGWF";;@myFDOT;;"908152678840233984";https://twitter.com/SenRickScott/status/908152678840233984
SenRickScott;2017-09-14 02:15;35;99;". @insideFPL trucks moving assets to the Florida Keys. https://twitter.com/FLGovScott/status/908114808003854336 …";;@insideFPL;;"908152067453341697";https://twitter.com/SenRickScott/status/908152067453341697
NOAA_HurrHunter;2017-09-14 01:54;83;84;"New aerial images in of the Florida Keys, taken from #NOAA King Air #NOAA68.https://twitter.com/noaaocean/status/908119343074078720 …";;;#NOAA #NOAA68;"908146939832782849";https://twitter.com/NOAA_HurrHunter/status/908146939832782849
Dolphin_Project;2017-09-14 01:30;235;130;"Famous Captive Orca Fends For Herself In Florida Keys During Irma https://buff.ly/2jqA1on #DolphinProject #DontBuyATicketpic.twitter.com/jSYmjZgvZt";;;#DolphinProject #DontBuyATicketpic;"908140803524120576";https://twitter.com/Dolphin_Project/status/908140803524120576
StephanieAbrams;2017-09-14 01:28;43;276;"Yes, the Florida Keys have deer! #FactsAreFactshttps://twitter.com/johnmoralesnbc6/status/908087306040602626 …";;;#FactsAreFactshttps;"908140376397156353";https://twitter.com/StephanieAbrams/status/908140376397156353
PatriciaMazzei;2017-09-14 01:27;243;345;"I was in the Florida Keys for the past day without cell phone service. A few notes: 1/x";;;;"908140157408301059";https://twitter.com/PatriciaMazzei/status/908140157408301059
USMC;2017-09-14 00:00;837;2137;"Yesterday, Marines with the 26th MEU delivered over 52,000 pounds of relief supplies to victims of Hurricane #Irma, in Key West, Florida. pic.twitter.com/df3vkGlabn";;;#Irma;"908118112356016129";https://twitter.com/USMC/status/908118112356016129
SenRickScott;2017-09-13 23:46;77;297;"It's great to see utility partners working together to get power back on in the Florida Keys. pic.twitter.com/RWagTkBkkv";;;;"908114808003854336";https://twitter.com/SenRickScott/status/908114808003854336
fema;2017-09-13 23:32;130;347;"FEMA Urban Search & Rescue team, Arizona Task Force 1 ( @PHXFire), supporting #HurricaneIrma response efforts in the Florida Keys. pic.twitter.com/eZbJmnxUXb";;@PHXFire;#HurricaneIrma;"908111212923293696";https://twitter.com/fema/status/908111212923293696
pitbull;2017-09-13 22:55;2166;9260;"100% of all proceeds for RELIEF will get to those in need. From the Keys to 305 to 904. Donate $5 to show Florida Love. Thank you! #RELIEFpic.twitter.com/3fD3zsJcGe";;;#RELIEFpic;"908101983197847552";https://twitter.com/pitbull/status/908101983197847552
jaketapper;2017-09-13 22:02;36;60;"Crews do door-to-door checks in hard-hit Florida Keys http://cnn.it/2y05X5k @KyungLahCNN reports #TheLead";;@KyungLahCNN;#TheLead;"908088448711643136";https://twitter.com/jaketapper/status/908088448711643136
HumphreyBogart;2017-09-13 21:47;135;323;"We've just surveyed Key Largo. Our film fest is on. Tourism is the life blood of the Florida Keys. They need us. We'll be there. #KeysStrongpic.twitter.com/vo0KuopJ84";;;#KeysStrongpic;"908084643336904705";https://twitter.com/HumphreyBogart/status/908084643336904705
FoxNews;2017-09-13 21:01;136;100;"Report: Looters Riding in on Boats, ATVs to Florida Keys After Hurricane Irma http://insider.foxnews.com/2017/09/13/hurricane-irma-looters-boats-atvs-florida-keys …";;;;"908073168039841793";https://twitter.com/FoxNews/status/908073168039841793
Anncostanza1;2017-09-13 20:52;64;54;"Power expected to be out till September 22nd Naples Florida, Marco Island, two months Florida Keys Pls Pray 4US #HurricaneIrmaAftermathpic.twitter.com/VjR1XRn9KJ";;;#HurricaneIrmaAftermathpic;"908070924712386560";https://twitter.com/Anncostanza1/status/908070924712386560
JoParkerBear;2017-09-13 20:25;37;102;"Nobody else from Texas is saying it so I guess it's up to me. It's pretty fucked up the way the Florida Keys is trying to steal our thunder.";;;;"908064231702056961";https://twitter.com/JoParkerBear/status/908064231702056961
AstroKomrade;2017-09-13 20:00;318;812;"Florida Keys, the way they have and will look again. After #Irma is heartbreaking, but I look forward to returning again!pic.twitter.com/uLTrMXQCDc";;;#Irma;"908057739879780352";https://twitter.com/AstroKomrade/status/908057739879780352
AP;2017-09-13 19:01;86;74;"Travel to the Florida Keys in this #360video for a close-up view of damage caused by #Irma. Full hurricane coverage: https://apnews.com/tag/Hurricanes pic.twitter.com/wF1ubywOdk";;;#360video #Irma;"908042887534870528";https://twitter.com/AP/status/908042887534870528
NPR;2017-09-13 18:14;58;51;"Returning home to the Florida Keys after Hurricane Irma: "It looks like a bomb went off." http://n.pr/2vTN4R1 pic.twitter.com/G7yc51Ext3";;;;"908031138685480960";https://twitter.com/NPR/status/908031138685480960
BuzzFeed;2017-09-13 18:13;37;102;"Here's what the Florida Keys look like in the wake of Irma http://bzfd.it/2vUHEoL pic.twitter.com/srDDdsAWgA";;;;"908030770886750208";https://twitter.com/BuzzFeed/status/908030770886750208
andrewkimmel;2017-09-13 17:42;9;93;"Awaiting our clearance at the Marathon Government Center in the Florida Keys & met Pugsley the puppy pug pic.twitter.com/wsiTAHJaNl – at Marathon Government Center";;;;"908023167175839744";https://twitter.com/andrewkimmel/status/908023167175839744
democracynow;2017-09-13 17:10;30;22;"90 Percent of Florida Keys Buildings Damaged by Hurricane Irma http://ow.ly/R8uB30f7StG #HurricaneIrmapic.twitter.com/L3IeV94aUO";;;#HurricaneIrmapic;"908014996981940224";https://twitter.com/democracynow/status/908014996981940224
wsvn;2017-09-13 16:42;57;33;"8 deaths reported in the Florida Keys due to Hurricane Irma, 40 injured http://wsvn.com/news/local/8-deaths-reported-in-monroe-county-due-to-irma/ …pic.twitter.com/h0fHGItmRv";;;;"908007912295026694";https://twitter.com/wsvn/status/908007912295026694
nbc6;2017-09-13 16:39;52;36;"JUST IN: 8 killed, 40 injured in Florida Keys during Hurricane Irma http://on.nbc6.com/iRMjEQM";;;;"908007344721801216";https://twitter.com/nbc6/status/908007344721801216
shellydeidrick;2017-09-13 16:26;98;47;"#HAVEYOUSEENHIM If anyone hears from my brother Karl who lives in Geiger Key, Florida please call Lucy @216-870-5256 #IrmaRecoverypic.twitter.com/mfQlXAPg3k";;@216;#HAVEYOUSEENHIM #IrmaRecoverypic;"908003853597134849";https://twitter.com/shellydeidrick/status/908003853597134849
washingtonpost;2017-09-13 16:01;66;85;"A tiny endangered deer lives only in the Florida Keys. Here's what we know about its fate. http://wapo.st/2xy5cVc";;;;"907997578960261120";https://twitter.com/washingtonpost/status/907997578960261120
lmower3;2017-09-13 16:00;47;19;"Here's an FCC map of cell phone outages in Florida as of Tuesday. 82% in Monroe County, which includes the Keys. pic.twitter.com/PyTRHALgHb";;;;"907997497238474752";https://twitter.com/lmower3/status/907997497238474752
CBPFlorida;2017-09-13 15:49;14;48;"CBP's Air and Marine Operations preparing to launch on mission to gather imagery for @NatlParkService to assess damage in Florida Keys #Irmapic.twitter.com/ENUXsS4jak";;@NatlParkService;#Irmapic;"907994612484247555";https://twitter.com/CBPFlorida/status/907994612484247555
AJEnglish;2017-09-13 15:30;46;31;"Fatalities in Florida Keys takes Hurricane Irma's death toll to 61 http://aje.io/ze8qc pic.twitter.com/ZwiKAV23It";;;;"907989821636870150";https://twitter.com/AJEnglish/status/907989821636870150
VICE;2017-09-13 14:45;12;21;"Hurricane Irma wiped out roughly a quarter of homes in the Florida Keys: http://bit.ly/2w7TvEd";;;;"907978433354924032";https://twitter.com/VICE/status/907978433354924032
ABC;2017-09-13 14:34;78;60;"90% of homes in the Florida Keys suffered some damage from Hurricane #Irma, FEMA says; as many as 25% were destroyed http://abcn.ws/2h1VtLU pic.twitter.com/eUdMDRJhlj";;;#Irma;"907975737818447872";https://twitter.com/ABC/status/907975737818447872
